2018-09-17,492,-
2018-09-18,618,-
2018-09-19,-,-
2018-09-20,-,-
2018-09-21,-,-
2018-09-22,-,-
2018-09-23,-,-
2018-09-24,-,-
2018-09-25,-,-
2018-09-26,-,-
2018-09-27,-,-
2018-09-28,-,-
2018-09-29,0,-
2018-09-30,-,-
2018-10-01,-,-
2018-10-02,-,-
2018-10-03,-,-
2018-10-04,-,-
2018-10-05,-,-
2018-10-06,-,-
2018-10-07,-,-
2018-10-08,-,-
2018-10-09,-,-
2018-10-10,-,-
2018-10-11,-,-
2018-10-12,-,-
2018-10-13,-,-
2018-10-14,-,-
2018-10-15,-,-
2018-10-16,-,-
2018-10-17,-,-
2018-10-18,-,347
2018-10-19,-,351
-,-,3
2018-09-17,492,-
2018-09-18,618,-
2018-09-19,-,-
2018-09-20,-,-
2018-09-21,-,-
2018-09-22,-,-
2018-09-23,-,-
2018-09-24,-,-
2018-09-25,-,-
2018-09-26,-,-
2018-09-27,-,-
2018-09-28,-,-
2018-09-29,0,-
2018-09-30,-,-
2018-10-01,-,-
2018-10-02,-,-
2018-10-03,-,-
2018-10-04,-,-
2018-10-05,-,-
2018-10-06,-,-
2018-10-07,-,-
2018-10-08,-,-
2018-10-09,-,-
2018-10-10,-,-
2018-10-11,-,-
2018-10-12,-,-
2018-10-13,-,-
2018-10-14,-,-
2018-10-15,-,-
2018-10-16,-,-
2018-10-17,-,-
2018-10-18,-,347
2018-10-19,-,351
-,-,3
